11318,20843,0.43173,3
11098,20546,0.44057,3
11847,21588,0.40025,3
11842,22187,0.39065,3
12638,23026,0.36371,3
12272,22518,0.38295,3
11833,22064,0.40385,3
11838,22082,0.39754,3
11819,22242,0.39058,3
12059,22660,0.37801,3
12172,22884,0.36822,3
12409,23211,0.36113,3
12781,23712,0.34129,3
12440,23084,0.35922,3
12066,22629,0.37955,3
12594,23670,0.34776,3
12740,24118,0.32534,3
11263,20797,0.43302,3
11225,20835,0.4369,3
11592,21438,0.41749,3
12096,22407,0.38143,3
12381,22834,0.37436,3
12534,23022,0.36767,3
12243,22833,0.3807,3
12175,22749,0.3806,3
11957,22412,0.38858,3
12183,23000,0.37306,3
12450,23478,0.34761,3
12640,23587,0.34156,3
13266,24723,0.31328,3
13177,24103,0.31936,3
12747,23572,0.33887,3
13088,24368,0.32398,3
13384,24963,0.29431,3
13154,24578,0.30179,3
12765,24026,0.32547,3
11331,20707,0.43536,3
11436,20988,0.42519,3
11635,21554,0.41727,3
11641,21583,0.41321,3
11852,22097,0.39923,3
12174,22524,0.38448,3
12624,23368,0.36271,3
12493,23433,0.36232,3
12373,23152,0.36536,3
12340,23204,0.36909,3
12465,23493,0.35759,3
12616,23938,0.34141,3
12907,24185,0.32721,3
13461,25162,0.30402,3
13364,24865,0.31654,3
13251,24344,0.32452,3
13428,24860,0.30617,3
13616,25427,0.28551,3
13588,25184,0.28777,3
13294,24777,0.29968,3
13027,24533,0.31137,3
12871,24232,0.3198,3
11189,20692,0.43412,3
11920,21726,0.40502,3
12337,22633,0.39176,3
11880,21986,0.40397,3
11561,21599,0.41428,3
12123,22491,0.3865,3
12646,23439,0.35726,3
12725,23757,0.34472,3
12687,23441,0.34475,3
12493,23457,0.35888,3
12528,23625,0.3502,3
12490,23787,0.34596,3
13149,24559,0.32054,3
13567,25424,0.29685,3
13231,24818,0.31754,3
13242,24495,0.32267,3
13490,25182,0.30423,3
13634,25690,0.28263,3
13606,25344,0.29095,3
13690,25225,0.28788,3
13500,25099,0.29203,3
13355,24814,0.29536,3
13339,24882,0.29215,3
11373,20962,0.42876,3
12032,21768,0.40271,3
12455,22638,0.39159,3
12434,22755,0.3801,3
11701,22020,0.40052,3
12122,22681,0.38309,3
12810,23630,0.34968,3
13103,24148,0.32672,3
12803,23670,0.3426,3
12476,23603,0.35765,3
12333,23478,0.36049,3
12312,23497,0.34543,3
13036,24585,0.32276,3
13762,25626,0.28826,3
13099,24569,0.31523,3
13196,24623,0.32174,3
13732,25638,0.29586,3
14119,26048,0.26432,3
13727,25369,0.28935,3
13513,25289,0.29924,3
13062,24387,0.30421,3
13052,24489,0.31109,3
13244,24862,0.3012,3
13294,25070,0.29153,3
12976,24640,0.29846,3
11946,21806,0.40599,3
12171,22083,0.39578,3
12406,22791,0.39332,3
12789,23396,0.36739,3
12086,22584,0.38081,3
11896,22232,0.3879,3
12581,23432,0.36433,3
12815,23997,0.34251,3
12438,23445,0.35474,3
12282,23176,0.36646,3
12117,23066,0.36704,3
12535,23874,0.33589,3
12755,24008,0.32864,3
13545,25330,0.2925,3
13271,24921,0.306,3
13155,24666,0.31465,3
13801,25626,0.28697,3
13984,25987,0.27477,3
13696,25299,0.29574,3
13649,25349,0.29607,3
13328,24930,0.29588,3
12912,24156,0.31414,3
13032,24507,0.30973,3
13093,24890,0.3015,3
13010,24795,0.29965,3
12822,24201,0.3095,3
11760,21631,0.41474,3
12329,22696,0.39443,3
12760,23260,0.37894,3
13165,23872,0.35588,3
12364,23151,0.37444,3
11614,21864,0.40526,3
12073,22356,0.38511,3
12204,23280,0.3686,3
11979,22843,0.37391,3
11844,22576,0.38015,3
12325,23326,0.35197,3
12578,24214,0.33015,3
12751,24248,0.32473,3
13465,25311,0.2913,3
13456,25337,0.29587,3
13382,24955,0.30604,3
13932,25758,0.27787,3
13870,26014,0.28144,3
13578,25108,0.29914,3
13520,25148,0.30141,3
13287,25086,0.30411,3
13122,24559,0.30968,3
13123,24609,0.30986,3
12840,24434,0.31174,3
12634,24346,0.31786,3
12694,24271,0.31454,3
12170,23211,0.34952,3
11531,21239,0.41061,3
12021,22309,0.39488,3
12511,23130,0.3768,3
12968,23990,0.3598,3
12160,22963,0.37906,3
11347,21555,0.4087,3
11434,21330,0.40232,3
11798,22113,0.38341,3
11283,21700,0.39334,3
11520,22079,0.37052,3
12549,23898,0.32837,3
12545,24116,0.32061,3
12645,24457,0.32132,3
13409,24554,0.27169,3
13741,25239,0.28405,3
13755,25425,0.29422,3
14031,26027,0.26986,3
13516,25561,0.28535,3
13454,24850,0.30034,3
13156,24795,0.31455,3
13262,25123,0.29783,3
13001,24627,0.31135,3
13080,24779,0.31376,3
12860,24567,0.31104,3
12626,24515,0.30714,3
12672,24641,0.30286,3
12170,23672,0.3444,3
11727,21636,0.34676,3
11946,22264,0.33257,3
11999,22643,0.34823,3
12442,23371,0.33612,3
12217,22909,0.31941,3
11345,20976,0.34994,3
10963,20557,0.36403,3
11513,21551,0.36054,3
10980,20170,0.35292,3
11400,21498,0.33716,3
12004,23148,0.31432,3
12452,23811,0.29652,3
12501,24205,0.28898,3
13478,24062,0.24214,3
13589,25083,0.24994,3
13688,25452,0.2615,3
13769,25954,0.26504,3
13490,25478,0.27223,3
13268,24640,0.28032,3
12933,24685,0.29317,3
13510,25780,0.26839,3
12991,24658,0.28951,3
12876,24739,0.29558,3
12944,25132,0.28363,3
12758,25205,0.27828,3
12374,24638,0.29217,3
12056,23874,0.32038,3
11710,22984,0.34817,3
11683,21805,0.36557,3
11998,22876,0.34503,3
11936,22297,0.33384,3
11958,22131,0.34833,3
12366,23570,0.33044,3
12334,23530,0.32055,3
12271,22825,0.32142,3
11982,22327,0.33839,3
11859,22709,0.34444,3
12122,23058,0.32874,3
12147,22723,0.32167,3
12146,22984,0.32735,3
12271,23186,0.31003,3
12468,23444,0.29391,3
12469,23413,0.29821,3
12663,23658,0.30157,3
12821,24095,0.29017,3
12953,24161,0.27869,3
12837,23984,0.29487,3
12640,23662,0.30523,3
12709,23969,0.29213,3
12745,23950,0.28261,3
12731,23997,0.29182,3
12642,24172,0.28526,3
12617,24487,0.27618,3
12389,23933,0.28696,3
12154,23256,0.29726,3
11883,22656,0.30131,3
11519,21599,0.39195,3
11486,21600,0.39845,3
11176,21036,0.42141,3
11120,20824,0.43272,3
11700,22282,0.38892,3
12106,23109,0.36638,3
12125,23026,0.37163,3
11796,22448,0.3831,3
11783,22145,0.38021,3
11726,22364,0.38577,3
11642,22131,0.39193,3
11565,21803,0.39576,3
12091,22209,0.36452,3
12020,22606,0.38259,3
11718,21931,0.40086,3
12085,22400,0.3732,3
12624,23198,0.34654,3
12606,23352,0.35228,3
12580,23286,0.35378,3
12268,22625,0.36709,3
12094,22402,0.37576,3
11970,22420,0.3839,3
12090,22510,0.37694,3
12353,22875,0.34963,3
12062,22779,0.36385,3
11896,22414,0.36625,3
11975,22364,0.35499,3
12028,22307,0.35431,3
11820,22210,0.36991,3
11407,21526,0.38951,3
11563,21677,0.393,3
11689,22034,0.38727,3
11266,21143,0.41596,3
11351,21390,0.41442,3
11744,22425,0.38884,3
12249,23239,0.36803,3
12095,22569,0.3736,3
11621,22109,0.3902,3
11701,22197,0.39021,3
11582,22078,0.39517,3
11391,21550,0.40472,3
11970,22324,0.37301,3
11883,22137,0.38914,3
11881,22156,0.38652,3
12269,23005,0.3726,3
13315,24026,0.31878,3
13054,23709,0.33418,3
12907,23520,0.3451,3
12244,22831,0.38074,3
12215,22850,0.37874,3
11893,21991,0.38368,3
11292,21309,0.42159,3
11653,21914,0.40044,3
11669,21805,0.3943,3
11514,21340,0.39365,3
11510,21694,0.39566,3
11934,22375,0.37849,3
11759,21943,0.39421,3
11207,20912,0.40034,3
11729,21335,0.35732,3
11437,21305,0.37678,3
11339,21270,0.39756,3
11747,22329,0.3796,3
11902,22211,0.37599,3
11761,22222,0.38255,3
11574,21975,0.39182,3
11932,22576,0.37773,3
12404,23011,0.3573,3
11750,22269,0.37767,3
11706,22233,0.38739,3
11891,22610,0.37699,3
11712,21926,0.38446,3
